,title_book,author_book,year_book,title_film,year_film
389,Black Alibi,Cornell Woolrich,1942,The Leopard Man,1943
390,The Black Angel,Cornell Woolrich,1943,Black Angel,1946
391,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,The Black Arrow,1911
392,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,The Black Arrow,1943
393,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,Black Arrow,1985
394,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,The Black Arrow,1987
395,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,The Black Arrow,1988
396,Black Beauty,Anna Sewell,1877,Your Obedient Servant,1917
397,Black Beauty,Anna Sewell,1877,Black Beauty,1921
398,Black Beauty,Anna Sewell,1877,Black Beauty,1933
399,Black Beauty,Anna Sewell,1877,Black Beauty,1946
400,Black Beauty,Anna Sewell,1877,Courage of Black Beauty,1958
401,Black Beauty,Anna Sewell,1877,Black Beauty,1971
402,Black Beauty,Anna Sewell,1877,Black Beauty,1987
403,Black Beauty,Anna Sewell,1877,Black Beauty,1994
404,Black Beauty,Anna Sewell,1877,Black Beauty,1995
405,Black Beauty,Anna Sewell,1877,Black Beauty,2020
406,The Black Camel,Earl Derr Biggers,1929,The Black Camel,1931
407,The Black Curtain,Cornell Woolrich,1941,Street of Chance,1942
408,The Black Dahlia,James Ellroy,1987,The Black Dahlia,2006
409,Black Narcissus,Rumer Godden,1939,Black Narcissus,1947
410,The Black Path of Fear,Cornell Woolrich,1944,The Chase,1946
411,Black Rain,Masuji Ibuse,1965,Black Rain,1989
412,The Black Rose,Thomas B. Costain,1945,The Black Rose,1950
413,The Black Stallion,Walter Farley,,The Black Stallion,1979
414,The Black Stallion,Walter Farley,,The Black Stallion Returns,1983
415,The Black Stallion,Walter Farley,,The Young Black Stallion,2003
416,Black Sunday,Thomas Harris,1971,Black Sunday,1977
417,The Blackboard Jungle,Evan Hunter,1954,Blackboard Jungle,1955
418,Blackbeard's Ghost,Ben Stahl,1965,Blackbeard's Ghost,1968
419,The Blank Wall,Elisabeth Sanxay Holding,1947,The Reckless Moment,1949
420,The Blank Wall,Elisabeth Sanxay Holding,1947,The Deep End,2001
421,Blaze of Noon,Ernest K. Gann,1946,Blaze of Noon,1947
422,Le Blé en herbe,Colette,1923,Le Blé en herbe,1954
423,Le Blé en herbe,Colette,1923,Le Blé en herbe,1990
424,Bleak House,Charles Dickens,,Bleak House,1920
425,Bleak House,Charles Dickens,,Bleak House,1922
426,Bless the Beasts and Children,Glendon Swarthout,1970,Bless the Beasts & Children,1971
427,Bless the Child, Cathy Cash Spellman,1993,Bless the Child,2000
428,The Blessing,Nancy Mitford,1951,Count Your Blessings,1959
429,Blood and Chocolate,Annette Curtis Klause,1997,Blood & Chocolate,2007
430,Blood and Sand,Vicente Blasco Ibáñez,1909,Blood and Sand,1916
431,Blood and Sand,Vicente Blasco Ibáñez,1909,Blood and Sand,1922
432,Blood and Sand,Vicente Blasco Ibáñez,1909,Blood and Sand,1941
433,Blood and Sand,Vicente Blasco Ibáñez,1909,Blood and Sand,1989
434,Blood Brother,Elliott Arnold,1947,Broken Arrow,1950
435,Blood on the Moon,Luke Short,1941,Blood on the Moon,1948
436,Blood on the Moon,James Ellroy,1984,Cop,1988
437,The Blood Oranges,John Hawkes,1970,The Blood Oranges,1997
438,Blood Red Rivers,Jean-Christophe Grangé,1997,The Crimson Rivers,2000
439,Blood Red Rivers,Jean-Christophe Grangé,1997,Crimson Rivers II: Angels of the Apocalypse,2004
440,Blood Work,Michael Connelly,1998,Blood Work,2002
441,Blue Boy,Jean Giono,1932,The Baker's Wife,1938
442,Blue Fin,Colin Thiele,1969,Blue Fin,1978
443,The Blue Lagoon,Henry De Vere Stacpoole,1908,The Blue Lagoon,1923
444,The Blue Lagoon,Henry De Vere Stacpoole,1908,The Blue Lagoon,1949
445,The Blue Lagoon,Henry De Vere Stacpoole,1908,The Blue Lagoon,1980
446,The Blue Room,Georges Simenon,1964,The Blue Room,2002
447,Blueprint, Charlotte Kerner,1999,Blueprint,2003
448,The Body,Richard Sapir,1983,The Body,2001
449,The Body Snatchers,Jack Finney,1955,Invasion of the Body Snatchers,1956
450,The Body Snatchers,Jack Finney,1955,Invasion of the Body Snatchers,1978
451,The Body Snatchers,Jack Finney,1955,Body Snatchers,1993
452,The Body Snatchers,Jack Finney,1955,The Invasion,2007
453,The Body Snatchers,Jack Finney,1955,Invasion of the Pod People,2007
454,"Bomba, the Jungle Boy",Roy Rockwood,1926,"Bomba, the Jungle Boy",1949
455,The Bonfire of the Vanities,Tom Wolfe,1987,The Bonfire of the Vanities,1990
456,Bonjour Tristesse,Françoise Sagan,1954,Bonjour Tristesse,1958
457,Boogiepop and Others,Kouhei Kadono,1998,Boogiepop and Others,2000
458,The Book of Daniel,E. L. Doctorow,1971,Daniel,1983
459,The Boat,Lothar-Günther Buchheim,1973,Das Boot,1981
460,The Border Jumpers, Will C. Brown,1955,Man of the West,1958
461,The Border Legion,Zane Grey,1916,The Border Legion,1924
462,The Border Legion,Zane Grey,1916,The Last Round-Up,1934
463,Border Town, Carroll Graham,1934,Bordertown,1935
464,The Borrowers,Mary Norton,1952,The Borrowers,1973
465,The Borrowers,Mary Norton,1952,The Borrowers,1997
466,The Borrowers,Mary Norton,1952,Arrietty,2010
467,The Bostonians,Henry James,,The Bostonians,1984
468,Botchan,Natsume Sōseki,1906,Botchan,1935
469,Botchan,Natsume Sōseki,1906,Botchan,1953
470,Botchan,Natsume Sōseki,1906,Botchan,1958
471,Botchan,Natsume Sōseki,1906,Botchan,1966
472,Botchan,Natsume Sōseki,1906,Botchan,1977
473,Botchan,Natsume Sōseki,1906,Botchan,1980
474,Bourne,Robert LudlumandEric Van Lustbader,,The Bourne Identity,1988
475,Bourne,Robert LudlumandEric Van Lustbader,,The Bourne Identity,2002
476,Bourne,Robert LudlumandEric Van Lustbader,,The Bourne Supremacy,2004
477,Bourne,Robert LudlumandEric Van Lustbader,,The Bourne Ultimatum,2007
478,Bourne,Robert LudlumandEric Van Lustbader,,The Bourne Legacy,2012
479,Bourne,Robert LudlumandEric Van Lustbader,,Jason Bourne,2016
480,The Boy in the Striped Pyjamas,John Boyne,2006,The Boy in the Striped Pyjamas,2008
481,Boy on a Dolphin,David Divine,1955,Boy on a Dolphin,1957
482,The Boys from Brazil,Ira Levin,1976,The Boys from Brazil,1978
483,The Bravados,Frank O'Rourke,1958,The Bravados,1958
484,The Brave Bulls,Thomas C. Lea III,1949,The Brave Bulls,1951
485,The Brave Cowboy,Edward Abbey,1956,Lonely Are the Brave,1962
486,The Brave Little Toaster,Thomas M. Disch,1986,The Brave Little Toaster,1987
487,The Brave Little Toaster,Thomas M. Disch,1986,The Brave Little Toaster to the Rescue,1997
488,The Brave Little Toaster,Thomas M. Disch,1986,The Brave Little Toaster Goes to Mars,1998
489,The Brave Little Toaster Goes to Mars, Thomas M. Disch,1988,same as above,
490,Brave New World,Aldous Huxley,1932,Brave New World,1980
491,Brave New World,Aldous Huxley,1932,Brave New World,1998
492,Breakfast of Champions, Jr.,1973,Breakfast of Champions,1999
493,Breakfast on Pluto,Patrick McCabe,1998,Breakfast on Pluto,2005
494,Breakfast with Scot, Michael Downing,1999,Breakfast with Scot,2007
495,Breakheart Pass,Alistair MacLean,1974,Breakheart Pass,1975
496,Breaking Smith's Quarter Horse,Paul St. Pierre,1966,Smith!,1969
497,The Bride Wore Black,Cornell Woolrich,1940,The Bride Wore Black,1967
498,"Brideshead Revisited, The Sacred & Profane Memories of Captain Charles Ryder",Evelyn Waugh,1945,Brideshead Revisited,2008
499,The Bridge of San Luis Rey,Thornton Wilder,1927,The Bridge of San Luis Rey,1929
500,The Bridge of San Luis Rey,Thornton Wilder,1927,The Bridge of San Luis Rey,1944
501,The Bridge of San Luis Rey,Thornton Wilder,1927,The Bridge of San Luis Rey,2004
502,The Bridge over the River Kwai,Pierre Boulle,1952,The Bridge on the River Kwai,1957
503,Bridge to Terabithia,Katherine Paterson,1977,Bridge to Terabithia,1985
504,Bridge to Terabithia,Katherine Paterson,1977,Bridge to Terabithia,2007
505,The Bridges at Toko-Ri,James A. Michener,1953,The Bridges at Toko-Ri,1953
506,The Bridges of Madison County,Robert James Waller,1992,The Bridges of Madison County,1995
507,Bridget Jones,Helen Fielding,,Bridget Jones's Diary,2001
508,Bridget Jones,Helen Fielding,,Bridget Jones: The Edge of Reason,2004
509,Bridget Jones,Helen Fielding,,Bridget Jones's Baby,2016
510,"Bright Lights, Big City",Jay McInerney,1984,"Bright Lights, Big City",1988
511,Brighton Rock,Graham Greene,1938,Brighton Rock,1948
512,Brighton Rock,Graham Greene,1938,Brighton Rock,2010
513,Bringing Out the Dead,Joe Connelly,1998,Bringing Out the Dead,1999
514,Broken April,Ismail Kadare,1978,Abril Despedaçado,2001
515,Brothers by Blood,Ingvar Ambjørnsen,1996,Elling,2001
516,Brothers by Blood,Ingvar Ambjørnsen,1996,Mors Elling,2003
517,Brothers by Blood,Ingvar Ambjørnsen,1996,Elsk meg i morgen,2005
518,Brothers in Law,Henry Cecil,1955,Brothers in Law,1957
519,The Brothers Karamazov,Fyodor Dostoyevsky,1880,The Brothers Karamazov,1958
520,The Brothers Karamazov,Fyodor Dostoyevsky,1880,The Brothers Karamazov,1969
521,Brown's Requiem,James Ellroy,1981,Brown's Requiem,1998
522,Buddwing,Evan Hunter,1964,Mister Buddwing,1966
523,Buffalo Girls,Larry McMurtry,1990,Buffalo Girls,1995
524,Buffalo Soldiers,Robert O'Connor,1993,Buffalo Soldiers,2003
525,Bump in the Night,Isabelle Holland,1988,Bump in the Night,1991
526,The Burglar in the Closet,Lawrence Block,1978,Burglar,1987
527,The Burmese Harp,Michio Takeyama,1946,The Burmese Harp,1956
528,The Burmese Harp,Michio Takeyama,1946,The Burmese Harp,1985
529,The Burning Hills,Louis L'Amour,1956,The Burning Hills,1956
530,The Burning Shore,Wilbur Smith,1985,Burning Shore,1991
531,Burton and Speke,William Harrison,1982,Mountains of the Moon,1990
532,The Busy Body,Donald E. Westlake,1966,The Busy Body,1967
533,But Gentlemen Marry Brunettes,Anita Loos,1927,Gentlemen Marry Brunettes,1955
534,BUtterfield 8,John O'Hara,1935,BUtterfield 8,1960
535,By the Great Horn Spoon!,Sid Fleischman,1963,The Adventures of Bullwhip Griffin,1967
537,The Caine Mutiny,Herman Wouk,1952,The Caine Mutiny,1954
538,The Caine Mutiny,Herman Wouk,1952,The Caine Mutiny Court-Martial,1955
539,The Caine Mutiny,Herman Wouk,1952,The Caine Mutiny Court-Martial,1988
540,The Caine Mutiny,Herman Wouk,1952,The Caine Mutiny Court-Martial,2023
541,Cal,Bernard MacLaverty,1983,Cal,1984
542,Call for the Dead,John le Carré,1961,The Deadly Affair,1966
543,Call Me By Your Name,André Aciman,2007,Call Me By Your Name,2017
544,Call It Treason,George L. Howe,1949,Decision Before Dawn,1951
545,The Call of the Wild,Jack London,1903,The Call of the Wild,1935
546,The Call of the Wild,Jack London,1903,The Call of the Wild,1972
547,The Call of the Wild,Jack London,1903,"The Call of the Wild: Howl, Buck",1981
548,The Call of the Wild,Jack London,1903,The Call of the Wild,1993
549,The Call of the Wild,Jack London,1903,The Call of the Wild: Dog of the Yukon,1997
550,The Call of the Wild,Jack London,1903,Call of the Wild,2009
551,The Call of the Wild,Jack London,1903,The Call of the Wild,2020
552,Candy: A Novel of Love and Addiction,Luke Davies,1998,Candy,2006
553,The Canterbury Tales,Geoffrey Chaucer,,The Canterbury Tales,1972
554,Canyon Passage,Ernest Haycox,1945,Canyon Passage,1946
555,Captain Blood: His Odyssey,Rafael Sabatini,1922,Captain Blood,1924
556,Captain Blood: His Odyssey,Rafael Sabatini,1922,Captain Blood,1935
557,Captain Blood: His Odyssey,Rafael Sabatini,1922,Fortunes of Captain Blood,1950
558,Captain Blood: His Odyssey,Rafael Sabatini,1922,Captain Pirate,1952
559,Captain Blood: His Odyssey,Rafael Sabatini,1922,The Son of Captain Blood,1962
560,Captain Blood: His Odyssey,Rafael Sabatini,1922,Odyssey of Captain Blood,1991
561,The Captain's Table,Richard Gordon,1954,The Captain's Table,1959
562,The Captain's Table,Richard Gordon,1954,The Captain,1971
563,A Captive in the Land,James Aldridge,1962,A Captive in the Land,1990
564,The Card,Arnold Bennett,1911,The Card,1952
565,"Careful, He Might Hear You",Sumner Locke Elliott,1963,"Careful, He Might Hear You",1983
566,Carlito's Way,Edwin Torres,1975,Carlito's Way,1993
567,Carlito's Way,Edwin Torres,1975,Carlito's Way: Rise to Power,2005
568,The Carpetbaggers,Harold Robbins,1961,The Carpetbaggers,1964
569,The Carpetbaggers,Harold Robbins,1961,Nevada Smith,1964
570,The Carpetbaggers,Harold Robbins,1961,Nevada Smith,1975
571,Carrie,Stephen King,1974,Carrie,1976
572,Carrie,Stephen King,1974,The Rage: Carrie 2,1998
573,Carrie,Stephen King,1974,Carrie,2002
574,Carrie,Stephen King,1974,Carrie,2013
575,A Case of Need,Michael Crichton[N 16],1968,The Carey Treatment,1972
576,Case File: FBI,Gordon Gordon and Mildred Gordon[N 17],1953,Down Three Dark Streets,1954
577,Cash McCall,Cameron Hawley,1955,Cash McCall,1960
578,Casino Royale,Ian Fleming,1953,Casino Royale,1967
579,Casino Royale,Ian Fleming,1953,Casino Royale,2006
580,The Castle,Franz Kafka,1926,The Castle,1968
581,The Castle,Franz Kafka,1926,The Castle,1994
582,The Castle,Franz Kafka,1926,The Land Surveyor,1994
583,The Castle,Franz Kafka,1926,The Castle,1997
584,Cat Chaser,Elmore Leonard,1982,Cat Chaser,1989
585,The Cat That Walked by Himself,Rudyard Kipling,1902,The Cat Who Walked by Herself,1988
586,Catch-22,Joseph Heller,1961,Catch-22,1970
587,Catlow,Louis L'Amour,1963,Catlow,1971
588,The Caveman's Valentine,George Dawes Green,1994,The Caveman's Valentine,2001
589,Cell,Stephen King,2006,Cell,2016
590,The Cement Garden,Ian McEwan,1978,The Cement Garden,1993
591,A Certain Mr. Takahashi,Ann Ireland,1985,The Pianist,1991
592,La chair du maître,Dany Laferrière,1997,Heading South,2005
593,The Chamber,John Grisham,1994,The Chamber,1996
594,Charlie and the Chocolate Factory,Roald Dahl,1964,Willy Wonka & the Chocolate Factory,1971
595,Charlie and the Chocolate Factory,Roald Dahl,1964,Charlie and the Chocolate Factory,2005
596,Charlie and the Chocolate Factory,Roald Dahl,1964,Tom and Jerry: Willy Wonka and the Chocolate Factory,2017
597,Charlie and the Chocolate Factory,Roald Dahl,1964,Wonka,2023
598,Charlie Chan Carries On,Earl Derr Biggers,1930,Charlie Chan Carries On,1931
599,Charlie Chan Carries On,Earl Derr Biggers,1930,Charlie Chan's Murder Cruise,1940
600,Charlie M,Brian Freemantle,1977,Charlie Muffin,1979
601,Charlotte Gray,Sebastian Faulks,1999,Charlotte Gray,2001
602,Charlotte's Web,E. B. White,1952,Charlotte's Web,1973
603,Charlotte's Web,E. B. White,1952,Charlotte's Web 2: Wilbur's Great Adventure,2003
604,Charlotte's Web,E. B. White,1952,Charlotte's Web,2006
605,The Cheetah Girls,Deborah Gregory,,The Cheetah Girls,2003
606,The Cheetah Girls,Deborah Gregory,,The Cheetah Girls 2,2006
607,The Cheetah Girls,Deborah Gregory,,The Cheetah Girls: One World,2008
608,The Children of Light, H. L. Lawrence,1960,The Damned,1963
609,The Children of Men,P. D. James,1992,Children of Men,2006
610,Children of Pleasure, Larry Barretto,1932,The Crash,1932
611,The Children of Sanchez,Oscar Lewis,1961,The Children of Sanchez,1978
612,Children of the Covered Wagon,Mary Jane Carr,1934,Westward Ho the Wagons!,1956
613,China Seas,Crosbie Garstin,1934,China Seas,1935
614,The Chinese Parrot,Earl Derr Biggers,1926,The Chinese Parrot,1927
615,Chocolat,Joanne Harris,1999,Chocolat,2000
616,The Chocolate War,Robert Cormier,1974,The Chocolate War,1988
617,Christine,Stephen King,1983,Christine,1983
618,Christmas at Candleshoe,J. I. M. Stewart[N 18],1953,Candleshoe,1977
619,Christmas at Twenty-Nine, Kamato Toshio,2002,Singles,2003
620,A Christmas Gift,Glendon Swarthout,1977,Kelly & Dolly: A Christmas to Remember,1984
621,Christmas Holiday,W. Somerset Maugham,1939,Christmas Holiday,1944
622,The Christmas Shoes,Donna VanLiere,2002,The Christmas Shoes,2002
623,The Christmas Shoes,Donna VanLiere,2002,The Christmas Blessing,2005
624,The Christmas Shoes,Donna VanLiere,2002,The Christmas Hope,2009
625,Christopher Strong,Gilbert Frankau,1932,Christopher Strong,1933
626,The Chronicles of Narnia,C.S. Lewis,,"The Lion, the Witch and the Wardrobe",1979
627,The Chronicles of Narnia,C.S. Lewis,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
628,The Chronicles of Narnia,C.S. Lewis,,The Chronicles of Narnia: Prince Caspian,2008
629,The Chronicles of Narnia,C.S. Lewis,,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
630,The Chronicles of Prydain,Lloyd Alexander,,The Black Cauldron,1985
631,The Cider House Rules,John Irving,1985,The Cider House Rules,1999
632,Cimarron,Edna Ferber,1929,Cimarron,1931
633,Cimarron,Edna Ferber,1929,Cimarron,1960
634,The Cincinnati Kid,Richard Jessup,1964,The Cincinnati Kid,1965
635,Cinderella Liberty,Darryl Ponicsan,1973,Cinderella Liberty,1973
636,The Circus of Dr. Lao,Charles G. Finney,1935,7 Faces of Dr. Lao,1964
637,The Citadel,A. J. Cronin,1937,The Citadel,1938
638,The City of Ember,Jeanne DuPrau,2003,City of Ember,2008
639,City of God,Paulo Lins,1997,City of God,2002
640,Clair de femme,Romain Gary,1977,Womanlight,1979
641,The Clan of the Cave Bear,Jean Auel,1980,The Clan of the Cave Bear,1986
642,The Clansman: A Historical Romance of the Ku Klux Klan, Jr.,1905,The Birth of a Nation,1915
643,The Clansman: A Historical Romance of the Ku Klux Klan, Jr.,1905,The Fall of a Nation,1916
644,Class Reunion,Franz Werfel,1928,Class Reunion,1974
645,Clean Break,Lionel White,1955,The Killing,1956
646,Clear and Present Danger,Tom Clancy,1989,Clear and Present Danger,1994
647,The Client,John Grisham,1993,The Client,1994
648,Clockers,Richard Price,1992,Clockers,1995
649,A Clockwork Orange,Anthony Burgess,1962,Vinyl,1965
650,A Clockwork Orange,Anthony Burgess,1962,A Clockwork Orange,1971
651,The Club Dumas,Arturo Pérez-Reverte,1993,The Ninth Gate,1999
652,Cockfighter,Charles Willeford,1962,Cockfighter,1974
653,Cocoon, David Saperstein,1985,Cocoon,1985
654,Cocoon, David Saperstein,1985,Cocoon: The Return,1988
655,The Code of the West,Zane Grey,1934,Code of the West,1925
656,The Code of the West,Zane Grey,1934,Code of the West,1947
657,Coins in the Fountain,John Hermes Secondari,1952,Three Coins in the Fountain,1954
658,Coins in the Fountain,John Hermes Secondari,1952,The Pleasure Seekers,1964
659,Coins in the Fountain,John Hermes Secondari,1952,Coins in the Fountain,1990
660,Cold Mountain,Charles Frazier,1997,Cold Mountain,2003
661,Colonel Wolodyjowski,Henryk Sienkiewicz,1888,Colonel Wolodyjowski,1968
662,The Color of Money,Walter Tevis,1984,The Color of Money,1986
663,The Color Purple,Alice Walker,1982,The Color Purple,1985
664,The Color Purple,Alice Walker,1982,The Color Purple,2023
665,The Colors of the Day,Romain Gary,1952,The Man Who Understood Women,1959
666,Colossus,Dennis Feltham Jones,1966,Colossus: The Forbin Project,1970
667,The Comedians,Graham Greene,1966,The Comedians,1967
668,The Comfort of Strangers,Ian McEwan,1981,The Comfort of Strangers,1990
669,Compulsion,Meyer Levin,1956,Compulsion,1959
670,Comrade Jacob,David Caute,1961,Winstanley,1975
671,Comrades: A Story of Social Adventure in California, Jr.,1909,Bolshevism on Trial,1919
672,The Constant Nymph,Margaret Kennedy,1923,The Constant Nymph,1928
673,The Constant Nymph,Margaret Kennedy,1923,The Constant Nymph,1933
674,The Constant Nymph,Margaret Kennedy,1923,The Constant Nymph,1943
675,Conagher,Louis L'Amour,1968,Conagher,1991
676,Confessions of a Crap Artist,Philip K. Dick,1975,Barjo,1992
677,Congo,Michael Crichton,1980,Congo,1995
678,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,1921
679,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Connecticut Yankee,1931
680,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,1949
681,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Un español en la corte del rey Arturo,1964
682,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,1970
683,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Unidentified Flying Oddball,1979
684,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Novye priklyucheniya yanki pri dvore korolya Artura,1988
685,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,1989
686,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Kid in King Arthur's Court,1995
687,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Young Connecticut Yankee in King Arthur's Court,1995
688,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Kid in Aladdin's Palace,1998
689,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,A Knight in Camelot,1998
690,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Black Knight,2001
691,The Constant Gardener,John le Carré,2001,The Constant Gardener,2005
692,Contact,Carl Sagan,1985,Contact,1997
693,Cool Hand Luke,Donn Pearce,1965,Cool Hand Luke,1967
694,Cops and Robbers,Donald E. Westlake,1972,Cops and Robbers,1973
695,Coroner Creek,Luke Short,1945,Coroner Creek,1948
696,The Count of Monte Cristo, père,,The Count of Monte Cristo,1913
697,The Count of Monte Cristo, père,,Monte Cristo,1922
698,The Count of Monte Cristo, père,,Monte Cristo,1929
699,The Count of Monte Cristo, père,,The Count of Monte Cristo,1934
700,The Count of Monte Cristo, père,,The Son of Monte Cristo,1940
701,The Count of Monte Cristo, père,,The Count of Monte Cristo,1943
702,The Count of Monte Cristo, père,,The Wife of Monte Cristo,1946
703,The Count of Monte Cristo, père,,The Return of Monte Cristo,1946
704,The Count of Monte Cristo, père,,Treasure of Monte Cristo,1949
705,The Count of Monte Cristo, père,,The Sword of Monte Cristo,1951
706,The Count of Monte Cristo, père,,The Count of Monte Cristo,1953
707,The Count of Monte Cristo, père,,The Count of Monte Cristo,1954
708,The Count of Monte Cristo, père,,The Count of Monte Cristo,1961
709,The Count of Monte Cristo, père,,The Treasure of Monte Cristo,1961
710,The Count of Monte Cristo, père,,The Return of Monte Cristo,1968
711,The Count of Monte Cristo, père,,The Count of Monte Cristo,1973
712,The Count of Monte Cristo, père,,The Count of Monte Cristo,1975
713,The Count of Monte Cristo, père,,Padayottam,1982
714,The Count of Monte Cristo, père,,Veta,1986
715,The Count of Monte Cristo, père,,The Prisoner of Château d'If,1988
716,The Count of Monte Cristo, père,,The Count of Monte-Cristo,1992
717,The Count of Monte Cristo, père,,The Count of Monte Cristo,1997
718,The Count of Monte Cristo, père,,The Count of Monte Cristo,2002
719,The Count of Monte Cristo, père,,The Count of Monte Cristo,2024
720,The Cowboys,William Dale Jennings,1971,The Cowboys,1972
721,Cracking India,Bapsi Sidhwa,1991,Earth,1998
722,Crash,J. G. Ballard,1973,Crash,1996
723,Creator,Jeremy Leven,1980,Creator,1985
724,The Crime of Father Amaro,José Maria de Eça de Queiroz,1875,The Crime of Padre Amaro,2002
725,The Crime of Father Amaro,José Maria de Eça de Queiroz,1875,O Crime do Padre Amaro,2005
726,Crossfire Trail,Louis L'Amour,1954,Crossfire Trail,2001
727,"Crouching Tiger, Hidden Dragon",Wang Dulu,1942,"Crouching Tiger, Hidden Dragon",2000
728,"Crouching Tiger, Hidden Dragon",Wang Dulu,1942,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016
729,The Cruel Sea,Nicholas Monsarrat,1951,The Cruel Sea,1953
730,Cry Wolf, Marjorie Carleton,1945,Cry Wolf,1947
731,Cutter and Bone,Newton Thornburg,1976,Cutter's Way,1981
732,Cyborg,Martin Caidin,1972,The Six Million Dollar Man,1973
733,Cycle of the Werewolf,Stephen King,1983,Silver Bullet,1985
734,The Cypher, Gordon Cotler,1961,Arabesque,1966
